,winPCT_home,winPCT_away
0,0.695,0.7070000000000001
1,0.7070000000000001,0.695
2,0.695,0.7070000000000001
3,0.695,0.7070000000000001
4,0.7070000000000001,0.695
5,0.7070000000000001,0.695
6,0.7070000000000001,0.732
7,0.732,0.7070000000000001
8,0.7070000000000001,0.732
9,0.6459999999999999,0.695
10,0.7070000000000001,0.732
11,0.6459999999999999,0.695
12,0.732,0.7070000000000001
13,0.695,0.6459999999999999
14,0.732,0.7070000000000001
15,0.695,0.6459999999999999
16,0.659,0.6459999999999999
17,0.7070000000000001,0.622
18,0.6459999999999999,0.695
19,0.622,0.7070000000000001
20,0.6459999999999999,0.659
21,0.732,0.598
22,0.695,0.6459999999999999
23,0.7070000000000001,0.622
24,0.659,0.6459999999999999
25,0.598,0.732
26,0.6459999999999999,0.695
27,0.622,0.7070000000000001
28,0.6459999999999999,0.659
29,0.6459999999999999,0.695
30,0.598,0.732
31,0.6459999999999999,0.659
32,0.622,0.7070000000000001
33,0.659,0.6459999999999999
34,0.732,0.598
35,0.695,0.6459999999999999
36,0.7070000000000001,0.622
37,0.659,0.6459999999999999
38,0.732,0.598
39,0.695,0.6459999999999999
40,0.7070000000000001,0.622
41,0.659,0.585
42,0.585,0.695
43,0.585,0.659
44,0.6459999999999999,0.61
45,0.695,0.585
46,0.7070000000000001,0.512
47,0.622,0.512
48,0.659,0.585
49,0.6459999999999999,0.598
50,0.5,0.732
51,0.61,0.6459999999999999
52,0.585,0.598
53,0.585,0.695
54,0.512,0.7070000000000001
55,0.598,0.6459999999999999
56,0.512,0.622
57,0.585,0.659
58,0.5,0.732
59,0.61,0.6459999999999999
60,0.512,0.7070000000000001
61,0.585,0.598
62,0.598,0.6459999999999999
63,0.512,0.622
64,0.585,0.659
65,0.585,0.695
66,0.598,0.585
67,0.732,0.5
68,0.6459999999999999,0.61
69,0.7070000000000001,0.512
70,0.659,0.585
71,0.6459999999999999,0.598
72,0.622,0.512
73,0.695,0.585
74,0.598,0.585
75,0.6459999999999999,0.598
76,0.732,0.5
77,0.6459999999999999,0.61
78,0.622,0.512
79,0.7070000000000001,0.512
80,0.695,0.585
81,0.659,0.585
82,0.354,0.585
83,0.512,0.476
84,0.476,0.512
85,0.207,0.5
86,0.622,0.268
87,0.402,0.695
88,0.732,0.598
89,0.585,0.402
90,0.659,0.439
91,0.585,0.61
92,0.6459999999999999,0.476
93,0.232,0.481
94,0.494,0.395
95,0.39,0.598
96,0.481,0.617
97,0.272,0.21
98,0.444,0.7070000000000001
99,0.402,0.7040000000000001
100,0.407,0.232
101,0.617,0.654
102,0.593,0.6459999999999999
103,0.451,0.642
104,0.7040000000000001,0.475
105,0.235,0.58
106,0.45,0.588
107,0.488,0.475
108,0.58,0.506
109,0.4,0.4
110,0.654,0.235
111,0.741,0.358
112,0.593,0.506
113,0.2,0.395
114,0.7,0.58
115,0.638,0.6629999999999999
116,0.481,0.407
117,0.457,0.613
118,0.738,0.5
119,0.275,0.625
120,0.468,0.7
121,0.5,0.363
122,0.4,0.575
123,0.588,0.6
124,0.65,0.19
125,0.456,0.481
126,0.5820000000000001,0.494
127,0.392,0.405
128,0.62,0.488
129,0.238,0.4
130,0.6709999999999999,0.633
131,0.696,0.238
132,0.588,0.45
133,0.62,0.747
134,0.494,0.241
135,0.443,0.6920000000000001
136,0.5,0.595
137,0.494,0.192
138,0.405,0.278
